detloc,state,source,author,title,description,url
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Hana R. Alberts","Feeding frenzy! The food-hall craze hits Miami","After consuming New York and Los Angeles, food-hall mania is now sweeping Miami. At least 10 such smorgasbords have recently debuted (or are planning 2018 openings) in Magic City. Will Donaldson and Barre Tanguis unveiled the Design District’s St. Roch Market…","https://nypost.com/2018/04/18/feeding-frenzy-the-food-hall-craze-hits-miami/"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","ELIZABETH ELIZALDE","President Trump makes Hall of Presidents debut at Disney World","President Trump has made it to the happiest place on Earth: Walt Disney World.","http://www.nydailynews.com/news/national/president-trump-hall-presidents-debut-disney-world-article-1.3707867"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","JAMES R. OESTREICH","Critic’s Notebook: The Met Orchestra Offers Two Perspectives on Mahler","At Carnegie Hall, the Metropolitan Opera musicians played two Mahler symphonies under the batons of Gianandrea Noseda and Michael Tilson Thomas.","https://www.nytimes.com/2018/06/06/arts/music/met-orchestra-carnegie-hall-gianandrea-noseda-michael-tilson-thomas.html"
"lincoln-hall-lincolndale-new-york-49","New York","Observer.com","Clarissa Buch, Clarissa Buch","What to Expect From 1-800-Lucky, Miami舗s First-Ever Asian Food Hall","Packed with seven eateries—featuring dim sum, ramen, poke and even ice cream—1-800-Lucky is making noise as Miami's first-ever Asian food hall.","http://observer.com/2017/12/what-to-expect-from-1-800-lucky-miamis-first-ever-asian-food-hall/"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","KERRY BURKE, ROCCO PARASCANDOLA, GRAHAM RAYMAN","Six people hurt after cab driver plowed through City Hall","Six pedestrians were hurt by a speeding livery cab driver who hurtled through an intersection near City Hall.","http://www.nydailynews.com/new-york/manhattan/people-hurt-cab-driver-plowed-city-hall-article-1.3683971"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Phil Mushnick","Wanna know what’s wrong with NCAA? Look at Seton Hall","As the NCAA Tournament approaches, one question looms largest: Will anyone be wearing a wire? This year, teams’ Ratings Percentage Indexes, or RPIs, have been replaced by the FBI. Let’s start with the Tournament selection and seeding committee, a collection o…","https://nypost.com/2018/03/01/wanna-know-whats-wrong-with-ncaa-look-at-seton-hall/"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","ROCCO PARASCANDOLA, GRAHAM RAYMAN","Six pedestrians injured in chain-reaction crash near City Hall","Six pedestrians were hurt by a speeding livery cab driver who hurtled through an intersection near City Hall.","http://www.nydailynews.com/new-york/manhattan/pedestrians-injured-chain-reaction-crash-city-hall-article-1.3683971"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","KEVIN ARMSTRONG","Seton Hall, named in FBI probe of NCAA hoops, tops St. John's","Seton Hall guard Khadeen Carrington ran out in front of the pack with five seconds remaining in overtime and finished with a dunk.","http://www.nydailynews.com/sports/college/seton-hall-named-fbi-probe-ncaa-hoops-tops-st-john-article-1.3839770"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Zach Braziller","Isaiah Whitehead’s $37K puts Seton Hall in corruption crosshairs","The bombshell report that implicates more than 20 college programs and 25 players, past and present, of violating NCAA amateurism rules, hits close to home. It includes Brooklyn’s Isaiah Whitehead, a member of the Nets and the linchpin for Seton Hall’s 2016 B…","https://nypost.com/2018/02/23/isaiah-whiteheads-37k-puts-seton-hall-in-corruption-crosshairs/"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ArtsJournal","NY Philharmonic Raises A Quick $50 Million","“The rapidly raised $50 million was a coup for Deborah Borda, who has only been the orchestra’s president and chief executive officer for a few months but is already putting her stamp on the organization. Ms. Borda has pushed the Philharmonic to rethink the c…","https://www.nytimes.com/2017/12/12/arts/music/new-york-philharmonic-deborah-borda.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Chris Perez","College student reportedly run over by snow plow multiple times","A New Jersey college student was struck by a snow plow — and then run over two more times by said snow plow — as it attempted to back up out of the way, a report says. Rithika Ramasubbu, a sophomore marketing major at Rider University, was walking on campus d…","https://nypost.com/2018/03/07/college-student-reportedly-run-over-by-snow-plow-multiple-times/"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Keith J. Kelly","Mike Bloomberg takes digs at Trump and the Koch Brothers","Mike Bloomberg took pot shots at Donald Trump and the Koch brothers as he presided over his inaugural “Bloomberg 50” shindig at Gotham Hall Monday. The former Big Apple mayor grudgingly gave Trump credit as a branding genius for “slapping his name on everythi…","https://nypost.com/2017/12/06/mike-bloomberg-takes-digs-at-trump-and-the-koch-brothers/"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ANTHONY TOMMASINI","Critic’s Notebook: As the Frick Expands, New York City Music Suffers","The harpsichordist Mahan Esfahani at the Frick Collection’s music room, which will be converted into an art gallery as part of the museum’s planned expansion and renovation.","https://www.nytimes.com/2018/06/29/arts/music/frick-collection-expansion-music-room.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ANTHONY TOMMASINI","Leontyne Price, Legendary Diva, Is a Movie Star at 90","Leontyne Price, being interviewed this year. She steals the show in the new documentary “The Opera House,” about the building of the “New Met” at Lincoln Center.","https://www.nytimes.com/2017/12/22/arts/music/leontyne-price-met-opera.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","BROOKS BARNES","President Trump, the Animatronic Version, Comes to Disney World","Mr. Trump joined the Hall of Presidents in the Magic Kingdom on Monday. The exhibit was closed before his inauguration, prompting some people to theorize that Disney was trying to silence him.","https://www.nytimes.com/2017/12/18/business/media/president-trump-disney-world-hall-of-presidents.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","ROCCO PARASCANDOLA, GRAHAM RAYMAN","Brooklyn woman struck by cab in multi-car crash recalls the scene","Ashlie Fee heard the sound of crunching metal Thursday as she crossed the street in Lower Manhattan a few blocks from City Hall.","http://www.nydailynews.com/new-york/brooklyn/brooklyn-woman-struck-cab-multi-car-crash-recalls-scene-article-1.3686215"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","J. HOBERMAN","On DVD: Mr. Lincoln Goes to Hollywood (and Looks Like Henry Fonda)","From left, Judith Dickens, Alice Brady, Arleen Whelan and Henry Fonda as the future president in John Ford’s “Young Mr. Lincoln,” now out on Blu-ray.","https://www.nytimes.com/2018/01/26/movies/young-mr-lincoln-henry-fonda.html"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","ArtsJournal1","The Forgotten Story Of How Lincoln Center Was Built (It Was An Ugly Business)","“Lincoln Center was the crown-jewel project of the Mayor's Committee on Slum Clearance, which was overseen by Robert Moses, the man who reshaped the city in the mid-20th century.“ As Robert Caro wrote, “Moses was not making even a pretense of creating new hom…","https://www.nytimes.com/2017/12/21/nyregion/how-lincoln-center-was-built-it-wasnt-pretty.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Zach Braziller","Seton Hall stars looking to make leap into NBA","Angel Delgado, Khadeen Carrington and Desi Rodriguez arrived in South Orange, N.J., around this time four years ago, all with similar goals. The plan was to make Seton Hall a winner, to turn around the floundering program. But each of them had individual drea…","https://nypost.com/2018/06/20/seton-hall-trio-hoping-to-stick-with-an-nba-team/"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","Voice of the People","Dec. 1: Bill Clinton, LaVar Ball and Abe Lincoln","Manhattan: How is it that the reprehensible actions of politicians, actors, directors, etc., are now fodder for media,","http://www.nydailynews.com/opinion/dec-1-bill-clinton-lavar-ball-abe-lincoln-article-1.3668779"
"lincoln-hall-lincolndale-new-york-49","New York","Nydailynews.com","ERIC BARROW","Bob Costas says he got goose bumps when he got Hall of Fame call","Bob Costas was at home in New York when his phone started ringing.","http://www.nydailynews.com/sports/baseball/bob-costas-goose-bumps-hall-fame-call-article-1.3698249"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","BEN KENIGSBERG","5 Film Series to Catch in NYC This Weekend","A scene from “Yours In Sisterhood,” one of the films that will be showing at Art of the Real at the Film Society of Lincoln Center through May 6.","https://www.nytimes.com/2018/04/26/movies/film-series-in-nyc-this-week.html"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Selim Algar","St. John’s dropped my name from biz school despite $500K donation: suit","A Wall Street pioneer who is credited with inventing money market funds has sued his alma mater St. John’s University for purging his name from their business school, according to court papers. Bruce Bent gave St. John’s a donation in 1981 to help fund a new …","https://nypost.com/2018/01/26/st-johns-dropped-my-name-from-biz-school-despite-500k-donation-suit/"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Corey Masisak","Stephon Marbury is retiring, unless the NBA calls","From Brooklyn to Beijing, it’s been quite a ride for Stephon Marbury. The Coney Island native is finally retiring from basketball at the end of the season just a few days before his 41st birthday, Marbury told The Undefeated. He has spent the past eight seaso…","https://nypost.com/2018/02/02/stephon-marbury-is-retiring-unless-the-nba-calls/"
"lincoln-hall-lincolndale-new-york-49","New York","Nypost.com","Zach Braziller","Why this Pirates game is likely to bring a lot of tears","Senior Day has been a frequent topic of discussion among the Seton Hall veterans. Their final game at Prudential Center after four years comes Saturday, and they haven’t avoided the topic. Nostalgia will be in the air in Newark, when the careers of Angel Delg…","https://nypost.com/2018/03/03/why-this-pirates-game-is-likely-to-bring-a-lot-of-tears/"
"lincoln-hall-lincolndale-new-york-49","New York","The New York Times","JOHN KOBLIN and SAPNA MAHESHWARI","ABC Promotes ‘Roseanne’ and Product Placement Before Ad Buyers","The ABC star Roseanne Barr, who went unmentioned during the network’s recent earnings call, stood center stage during its presentation to advertisers on Tuesday.","https://www.nytimes.com/2018/05/16/business/media/abc-roseanne-advertisers.html"
