award_id_piid	current_total_value_of_award	potential_total_value_of_award	recipient_name	recipient_parent_name	recipient_congressional_district	primary_place_of_performance_state_name	award_type	product_or_service_code_description	naics_description	domestic_or_foreign_entity	alaskan_native_owned_corporation_or_firm	american_indian_owned_business	indian_tribe_federally_recognized	native_hawaiian_owned_business	tribally_owned_business	veteran_owned_business	service_disabled_veteran_owned_business	woman_owned_business	women_owned_small_business	economically_disadvantaged_women_owned_small_business	joint_venture_women_owned_small_business	joint_venture_economic_disadvantaged_women_owned_small_bus	minority_owned_business	subcontinent_asian_asian_indian_american_owned_business	asian_pacific_american_owned_business	black_american_owned_business	hispanic_american_owned_business	native_american_owned_business	other_minority_owned_business	financial_year
HSCETE16P00038	30489.65	30489.65	BEACON TELECOM INC	BEACON TELECOM INC		MASSACHUSETTS	PURCHASE ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
70CTD018FR0000120	30524	66281	"EXECUTIVE INFORMATION SYSTEMS, LLC"	EXECUTIVE INFORMATION SYSTEMS LLC	8	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE16J00115	30566	30566	NEW TECH SOLUTIONS INC	NEW TECH SOLUTIONS  INC.	17	CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	t	f	f	f	f	f	2016
70CMSW18FC0000004	30613.45	30613.45	"ATLANTIC DIVING SUPPLY, INC."	ATLANTIC DIVING SUPPLY INC.	2	VIRGINIA	BPA CALL	"ARMOR, PERSONAL"	"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
70CMSW18FR0000001	30618	30618	"VF IMAGEWEAR, INC."	V. F. CORPORATION	5	GEORGIA	DELIVERY ORDER	"OUTERWEAR, MEN'S"	APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00125	30646.08	30646.08	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEDM16F00004	30710.4	30710.4	"ACCESS DISTRIBUTORS, INC"	ACCESS DISTRIBUTORS  INC.	4	MASSACHUSETTS	DELIVERY ORDER	MISCELLANEOUS FURNITURE AND FIXTURES	OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE12J00500	30714	30714	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	FLORIDA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE13J00128	30714.2	30714.2	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NEW YORK	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00305	30715.42	30715.42	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00238	30728.53	42917.51	"IMPRES TECHNOLOGY SOLUTIONS, INC."	IMPRES TECHNOLOGY SOLUTIONS  INC.	38	VIRGINIA	DELIVERY ORDER	INFORMATION TECHNOLOGY SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	f	2017
70CMSD18FR0000093	30794	30794	TECHNICAL COMMUNITIES INCORPORATED	TECHNICAL COMMUNITIES INC.		CALIFORNIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	COMPUTER AND SOFTWARE STORES		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16J00035	30807	30807	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16J00035	30807	30807	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00098	30834.16	30834.16	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEDM16P00065	30866.4	30866.4	"NATIONAL BUSINESS FURNITURE, LLC"	NATIONAL BUSINESS FURNITURE  LLC	6	TEXAS	PURCHASE ORDER	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM16P00065	30866.4	30866.4	"NATIONAL BUSINESS FURNITURE, LLC"	NATIONAL BUSINESS FURNITURE  LLC	6	TEXAS	PURCHASE ORDER	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEMS17P00042	30889.5	30889.5	"VARIDESK, LLC"	VARIDESK  LLC	24	DISTRICT OF COLUMBIA	PURCHASE ORDER	OFFICE FURNITURE	OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS17J00172	30896.5	30896.5	"ANACAPA MICRO PRODUCTS, INC."	ANACAPA MICRO PRODUCTS INC.	26	VERMONT	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS15J00056	30908	30908	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	IDAHO	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS15J00056	30908	30908	AMMUNITION ACCESSORIES INC.	ALLIANT TECHSYSTEMS INC.	1	IDAHO	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMS16F00015	30936.15	30936.15	"KCORP TECHNOLOGY SERVICES, INC."	K'OYITL'OTS'INA LIMITED	0	TEXAS	BPA CALL	ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT	FACILITIES SUPPORT SERVICES	U.S. OWNED BUSINESS	t	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	f	t	f	2018
HSCEMS16F00015	30936.15	30936.15	"KCORP TECHNOLOGY SERVICES, INC."	K'OYITL'OTS'INA LIMITED	0	TEXAS	BPA CALL	ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT	FACILITIES SUPPORT SERVICES	U.S. OWNED BUSINESS	t	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	f	t	f	2016
70CMSW18P00000022	30960	30960	"TAILORED TRAINING PROGRAMS, L.L.C."	TAILORED TRAINING PROGRAMS L.L.C.	8	NORTH CAROLINA	PURCHASE ORDER	EDUCATION/TRAINING- OTHER	PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	f	f	f	f	f	f	f	f	f	f	2018
HSCETE15J00506	30975	30975	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE15J00442	30991.93	30991.93	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	GEORGIA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMR16P00030	31030	31030	"AERO MOBILITY, INC."	AERO MOBILITY INC.	45	CALIFORNIA	PURCHASE ORDER	MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT	MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMR16P00030	31030	31030	"AERO MOBILITY, INC."	AERO MOBILITY  INC.	45	CALIFORNIA	PURCHASE ORDER	MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT	MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00562	31141.8	31141.8	DELL FEDERAL SYSTEMS L.P.	DENALI HOLDING INC	31	VIRGINIA	BPA CALL	ADP SOFTWARE	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE17F00036	31149.12	31149.12	"AVAYA FEDERAL SOLUTIONS, INC."	SIERRA HOLDINGS CORP.	11	MASSACHUSETTS	DELIVERY ORDER	TELEPHONE AND TELEGRAPH EQUIPMENT	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCECR13F00006	31367.43	31367.43	SHARP ELECTRONICS CORPORATION	SHARP CORPORATION	5	NEW JERSEY	BPA CALL	OFFICE DEVICES AND ACCESSORIES	PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00200	31459	31459	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMS17J00191	31573.13	31573.13	PRICE MODERN LLC	PRICE MODERN LLC	7	MARYLAND	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS17J00191	31573.13	31573.13	PRICE MODERN LLC	PRICE MODERN LLC	7	MARYLAND	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CTD018FR0000110	31625	31625	BLUE TECH INC.	BLUE TECH INC.	52	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	f	f	t	2018
HSCEDM16P00030	31625	31625	"V.H. BLACKINTON & CO., INC."	V.H. BLACKINTON & CO.  INC.	4	DISTRICT OF COLUMBIA	PURCHASE ORDER	BADGES AND INSIGNIA	"LAMINATED PLASTICS PLATE, SHEET (EXCEPT PACKAGING), AND SHAPE MANUFACTURING"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE12J00381	31632.72	31632.72	DELL MARKETING LIMITED PARTNERSHIP	DENALI HOLDING INC	31	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SOFTWARE	ELECTRONIC COMPUTER MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS16J00067	31692.72	31692.72	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	PENNSYLVANIA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	SMALL ARMS AMMUNITION MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE15J00249	31701.84	31701.84	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
70CMSW18FC0000058	31718.06	31718.06	PRICE MODERN LLC	PRICE MODERN LLC	7	VIRGINIA	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETC15J00079	31811.8	31811.8	"VENTURE NETCOMM, INC."	VENTURE NETCOMM INC.	7	LOUISIANA	DELIVERY ORDER	INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT	ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETC15J00079	31811.8	31811.8	"VENTURE NETCOMM, INC."	VENTURE NETCOMM  INC.	7	LOUISIANA	DELIVERY ORDER	INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT	ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
70CMSW18FC0000057	31897.81	31897.81	PRICE MODERN LLC	PRICE MODERN LLC	7	MARYLAND	BPA CALL	OFFICE FURNITURE	WOOD OFFICE FURNITURE MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCECR15F00020	31898.84	31898.84	"CLUB CAR, LLC"	INGERSOLL-RAND PUBLIC LIMITED COMPANY	12	ARIZONA	DELIVERY ORDER	PASSENGER MOTOR VEHICLES	"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING"		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE12J00165	31931.39	31931.39	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NORTH CAROLINA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM17P00019	32000	48000	ANGELES SHOOTING RANGES INCORPORATED	ANGELES SHOOTING RANGES INCORPORATED	28	CALIFORNIA	PURCHASE ORDER	RECREATIONAL AND GYMNASTIC EQUIPMENT	ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17F00167	32046.75	32046.75	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	TEXAS	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEMD17F00241	32057.7	32057.7	RELX INC.	RELX INC.	10	TEXAS	DELIVERY ORDER	BOOKS AND PAMPHLETS	PERIODICAL PUBLISHERS		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE16J00198	32112	32112	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE16J00271	32112	32112	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	MARYLAND	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEDM16J00016	32126.38	32126.38	"AMERICAN PURCHASING SERVICES, LLC"	AMERICAN PURCHASING SERVICES  INC.	24	FLORIDA	BPA CALL	"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"	"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS"	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	t	f	f	f	f	f	2016
HSCETE16F00007	32168.55	32168.55	"AVAYA FEDERAL SOLUTIONS, INC."	SIERRA HOLDINGS CORP.	11	PENNSYLVANIA	DELIVERY ORDER	INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES	COMPUTER FACILITIES MANAGEMENT SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCEC708F00027	32214.74	32214.74	"SOUTHWESTERN SECURITY SERVICES, INC."	SOUTHWESTERN SECURITY SERVICE  INC	34	TEXAS	DELIVERY ORDER	HOUSEKEEPING- GUARD		U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	t	f	f	f	t	f	f	2017
HSCETE15J00330	32295.4	32295.4	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	OKLAHOMA	BPA CALL	ADP SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2015
HSCETE16J00424	32442.06	32442.06	"PANAMERICA COMPUTERS, INC."	PANAMERICA COMPUTERS  INC.	6	DISTRICT OF COLUMBIA	DELIVERY ORDER	INFORMATION TECHNOLOGY COMPONENTS	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	t	f	f	f	t	f	f	2016
HSCEMR17F00048	32477.52	32477.52	SAMPSON PARTNERS LLC	SAMPSON PARTNERS LLC	3	MISSOURI	DELIVERY ORDER	ATHLETIC AND SPORTING EQUIPMENT	SPORTING AND ATHLETIC GOODS MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMR17F00048	32477.52	32477.52	SAMPSON PARTNERS LLC	SAMPSON PARTNERS LLC	3	MISSOURI	DELIVERY ORDER	ATHLETIC AND SPORTING EQUIPMENT	SPORTING AND ATHLETIC GOODS MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM16P00037	32501.76	32501.76	FEDERAL PRISON INDUSTRIES INC	GOVERNMENT OF THE UNITED STATES	6	TEXAS	PURCHASE ORDER	"TOILET SOAP, SHAVING PREPARATIONS, AND DENTIFRICES"	DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2016
HSCETE17P00005	32510.52	32510.52	TREEFORT INC	TREEFORT INC	5	MINNESOTA	PURCHASE ORDER	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCEDM17F00083	32565	32565	ML CLICK MARKETING LLC	ML CLICK MARKETING LLC	7	ARIZONA	DELIVERY ORDER	"UNDERWEAR AND NIGHTWEAR, MEN'S"	OTHER CUT AND SEW APPAREL MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CDCR18P00000063	32592	32592	"LIGHTHOUSE FOR THE BLIND IN NEW ORLEANS, INCORPORATED, THE"	THE LIGHTHOUSE FOR THE BLIND IN NEW ORLEANS INCORPORATED	1	LOUISIANA	PURCHASE ORDER	TOILETRY PAPER PRODUCTS	INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00004	32592.51	32592.51	BENEFIT PLANNING INCORPORATED	BENEFIT PLANNING INC	4	DISTRICT OF COLUMBIA	BPA CALL	EDUCATION/TRAINING- GENERAL	"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17J00004	32592.51	32592.51	BENEFIT PLANNING INCORPORATED	BENEFIT PLANNING  INC	4	DISTRICT OF COLUMBIA	BPA CALL	EDUCATION/TRAINING- GENERAL	"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"		f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
HSCETE15J00166	32645.09	32645.09	"MYTHICS, INC"	MYTHICS  INC.	2	VIRGINIA	BPA CALL	ADP SOFTWARE	SOFTWARE PUBLISHERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMS15J00030	32699	32699	VISTA OUTDOOR SALES LLC	VISTA OUTDOOR SALES LLC	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMS15J00030	32699	32699	FEDERAL CARTRIDGE COMPANY	ALLIANT TECHSYSTEMS INC.	6	MINNESOTA	DELIVERY ORDER	"AMMUNITION, THROUGH 30MM"	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2015
HSCEMD17P00066	32719	32719	"CAPITAL COMPRESSOR, INC."	CAPITAL COMPRESSOR INC.	4	MARYLAND	PURCHASE ORDER	COMPRESSORS AND VACUUM PUMPS	INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCEMD17P00066	32719	32719	"CAPITAL COMPRESSOR, INC."	CAPITAL COMPRESSOR  INC.	4	MARYLAND	PURCHASE ORDER	COMPRESSORS AND VACUUM PUMPS	INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2017
70CMSD18FC0000029	32777.7	32777.7	FCN	FCN INC.	8	MARYLAND	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
70CDCR18P00000091	32824.8	32824.8	"FEDERAL PRISON INDUSTRIES, INC"	GOVERNMENT OF THE UNITED STATES	0	DISTRICT OF COLUMBIA	PURCHASE ORDER	"OUTERWEAR, MEN'S"	APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING	OTHER U.S. ENTITY (E.G. GOVERNMENT)	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE17J00027	32860	32860	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	2	VIRGINIA	BPA CALL	INFORMATION TECHNOLOGY SUPPORT EQUIPMENT	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
70CDCR18P00000100	32906.25	32906.25	RITA'S TAPE MEDIA LLC	RITA'S TAPE MEDIA LLC	22	TEXAS	PURCHASE ORDER	PAPER AND PAPERBOARD	PAPER BAG AND COATED AND TREATED PAPER MANUFACTURING	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	t	t	f	f	f	f	f	f	f	f	f	2018
70CTD018FC0000013	32925	32925	FCN	FCN INC.	8	MARYLAND	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	COMPUTER SYSTEMS DESIGN SERVICES		f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2018
HSCETE14J00313	33036.6	33036.6	"NET DIRECT SYSTEMS, LLC"	NET DIRECT SYSTEMS  LLC	4	NEW YORK	BPA CALL	"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)"	OTHER COMPUTER RELATED SERVICES	U.S. OWNED BUSINESS	f	f	f	f	f	f	f	t	f	f	f	f	f	f	f	f	f	f	f	2017
